"TRDAPL","TRDCOD","TRDNUO","TRDNUI","TRDCNV","TRDJUS","TRDIMV","TRDDFT"
"EXT","RET1","128","","N","I","",""
"EXT","RET1","129","","N","I","",""
"EXT","RET1","130","","N","I","",""
"EXT","RET1","131","","N","I","",""
"EXT","RET1","132","","N","I","",""
"EXT","RET1","133","","N","I","",""
"EXT","RET1","134","","N","I","",""
"EXT","RET1","135","","N","I","",""
"EXT","RET1","136","","N","I","",""
"EXT","RET1","137","","N","I","",""
"EXT","RET1","138","","N","I","",""
"EXT","RET1","43A","","N","I","",""
"EXT","RET1","43B","","N","I","",""
"EXT","RFLA","001","007","N","D","N",""
"EXT","RFLA","002","","N","I","",""
"EXT","RFLA","003","","N","I","",""
"EXT","RFLA","004","","N","I","",""
"EXT","RFLA","005","","N","I","","*BLANKS"
"EXT","RFLA","006","","N","I","",""
"EXT","RFLA","007","012","N","D","N",""
"EXT","RFLA","008","027","N","D","N",""
"EXT","RFLA","009","","N","I","","00000"
"EXT","RFLA","010","","N","I","",""
"EXT","RFLA","011","","N","I","","00001"
"EXT","RFLA","012","017","N","D","N",""
"EXT","RFLA","013","","N","I","","00"
"EXT","RFLA","014","","N","I","","00000"
"EXT","RFLA","015","022","N","I","N",""
"EXT","RFLA","016","023","N","D","S",""
"EXT","RFLA","017","024","N","I","N",""
"EXT","RFLA","018","041","N","D","N",""
"EXT","RFLA","019","","N","I","","*ZEROS"
"EXT","RFLA","020","","N","I","","*ZEROS"
"EXT","RFLA","021","","N","I","","*ZEROS"
"EXT","RFLA","022","APG","N","I","N",""
"EXT","RFLA","023","","N","I","",""
"EXT","RFLA","024","","N","I","","00002"
"EXT","RFLA","025","03C","N","D","N",""
"EXT","RFLA","026","007","N","D","N",""
"EXT","RFLA","027","","N","I","","*ZEROS"
"EXT","RFLA","028","027","N","D","N",""
"EXT","RFLA","029","029","N","I","N",""
"EXT","RFLA","030","027","N","D","N",""
"EXT","RFLA","031","029","N","I","N",""
"EXT","RFLA","032","021","N","I","N","00"
"EXT","RFLA","033","STA","C","D","N",""
"EXT","RFLA","034","039","C","I","N","627180"
"EXT","RFLA","035","","N","I","",""
"EXT","RFLA","036","","N","I","",""
"EXT","RFLA","037","","N","I","","*ZEROS"
"EXT","RFLA","038","002","N","I","N",""
"EXT","RFLA","039","MTI","C","D","N",""
"EXT","RFLA","040","03A","N","D","N",""
"EXT","RFLA","041","","N","I","","*ZEROS"
"EXT","RFLA","042","","N","I","","*ZEROS"
"EXT","RFLA","043","","N","I","",""
"EXT","RFLA","044","","N","I","",""
"EXT","RFLA","045","007","N","I","N",""
"EXT","RFLA","046","007","N","D","N",""
"EXT","RFLA","047","027","N","D","N","152"
"EXT","RFLA","048","","N","I","",""
"EXT","RFLA","049","020","N","I","N",""
"EXT","RFLA","050","021","N","D","N","00000"
"EXT","RFLA","051","03B","N","D","N",""
"EXT","RFLA","052","","N","I","","*ZEROS"
"EXT","RFLA","053","","N","I","","*BLANKS"
"EXT","RFLA","054","","N","I","","*ZEROS"
"EXT","RFLA","055","","N","I","","*ZEROS"
"EXT","RFLA","056","040","N","I","N",""
"EXT","RFLA","057","","N","I","","*ZEROS"
"EXT","RFLA","058","","N","I","",""
"EXT","RFLA","059","025","N","I","N",""
"EXT","RFLA","060","","N","I","",""
"EXT","RFLA","061","","N","I","",""
"EXT","RFLA","062","","N","I","","*ZEROS"
"EXT","RFLA","063","","N","I","","*ZEROS"
"EXT","RFLA","064","","N","I","","*ZEROS"
"EXT","RFLA","065","042","N","I","N",""
"EXT","RFLA","066","","N","I","",""
"EXT","RFLA","067","","N","I","","1"
"EXT","RFLA","068","","N","I","",""
"EXT","RFLA","069","","N","I","","*BLANKS"
"EXT","RFLA","070","027","N","D","N","152"
"EXT","RFLA","071","","N","I","",""
"EXT","RFLA","072","","N","I","",""
"EXT","RFLA","073","","N","I","",""
"EXT","RFLA","074","","N","I","",""
"EXT","RFLA","075","","N","I","",""
"EXT","RFLA","076","","N","I","",""
"EXT","RFLA","077","","N","I","",""
"EXT","RFLA","078","","N","I","","0000000000000000000000"
"EXT","RFLA","079","027","N","D","N","00152"
"EXT","RFLA","080","","N","I","","*ZEROS"
"EXT","RFLA","081","","N","I","","*ZEROS"
"EXT","RFLA","082","","N","I","","*ZEROS"
"EXT","RFLA","083","","N","I","",""
"EXT","RFLA","084","","N","I","","*ZEROS"
"EXT","RFLA","085","","N","I","","*ZEROS"
"EXT","RFLA","086","","N","I","",""
"EXT","RFLA","087","","N","I","",""
"EXT","RFLA","088","","N","I","",""
"EXT","RFLA","089","","N","I","",""
"EXT","RFLA","090","","N","I","",""
"EXT","RFLA","091","","N","I","",""
"EXT","RFLA","092","","N","I","",""
"EXT","RFLA","093","","N","I","",""
"EXT","RFLA","094","","N","I","",""
"EXT","RFLA","095","","N","I","",""
"EXT","RFLA","096","","N","I","","*ZEROS"
"EXT","RFLA","097","APG","C","D","N",""
"EXT","RFLA","098","","N","I","","*ZEROS"
"EXT","RFLA","099","","N","I","","*ZEROS"
"EXT","RFLA","100","","N","I","","*ZEROS"
"EXT","RFLA","101","15A","N","D","N",""
"EXT","RFLA","102","15B","N","D","N",""
"EXT","RFLA","103","016","N","D","N",""
"EXT","RFLA","104","","N","I","","*ZEROS"
"EXT","RFLA","105","","N","I","","*ZEROS"
"EXT","RFLA","106","","N","I","","'627180   '"
"EXT","RFLA","107","","N","I","","*ZEROS"
"EXT","RFLA","108","","N","I","","*ZEROS"
"EXT","RFLA","109","","N","I","","*ZEROS"
"EXT","RFLA","110","","N","I","","*ZEROS"
"EXT","RFLA","111","","N","I","","*ZEROS"
"EXT","RFLA","112","","N","I","",""
"EXT","RFLA","113","35B","N","D","N",""
"EXT","RFLA","114","","N","I","","*BLANKS"
"EXT","RFLA","115","","N","D","N",""
"EXT","RFLA","116","","N","I","","*BLANKS"
"EXT","RFLA","117","","N","I","","*BLANKS"
"EXT","RFLA","118","","N","I","",""
"EXT","RFLA","119","033","N","D","N",""
"EXT","RFLA","120","052","N","D","N",""
"EXT","RFLA","121","052","N","D","N",""
"EXT","RFLA","122","046","C","I","N","*ZEROS"
"EXT","RFLA","123","43B","N","I","N",""
"EXT","RFLA","124","","N","I","",""
"EXT","RFLA","125","056","N","I","N",""
"EXT","RFLA","126","056","N","I","N",""
"EXT","RFLA","127","056","N","I","N","*ZEROS"
"EXT","RFLA","128","056","N","I","N",""
"EXT","RFLA","129","","N","I","","*ZEROS"
"EXT","RFLA","130","054","N","I","N",""
"EXT","RFLA","131","","N","I","",""
"EXT","RFLA","132","","N","I","",""
"EXT","RFLA","133","047","N","I","N",""
"EXT","RFLA","134","","N","I","","*BLANKS"
"EXT","RFLA","135","","N","I","","1"
"EXT","RFLA","136","","N","I","",""
"EXT","RFLA","137","025","N","I","N",""
"EXT","RFLA","138","","N","I","",""
"EXT","RFLA","43A","004","N","D","N",""
"EXT","RFLA","43B","","N","I","",".000000"
"EXT","RFUN","001","001","C","I","N",""
"EXT","RINP","001","001","C","D","N",""
"EXT","RMCD","001","042","N","I","N",""
"EXT","RMCD","002","010","N","I","N",""
"EXT","RMCD","003","018","N","D","N",""
"EXT","RMCD","004","098","N","I","N",""
"EXT","RMVF","001","007","N","D","N",""
"EXT","RMVF","002","","N","I","",""
"EXT","RMVF","003","","N","I","",""
"EXT","RMVF","004","","N","I","",""
"EXT","RMVF","005","","N","I","","*BLANKS"
"EXT","RMVF","006","","N","I","",""
"EXT","RMVF","007","012","N","D","N",""
"EXT","RMVF","008","027","N","D","N",""
"EXT","RMVF","009","","N","I","","00000"
"EXT","RMVF","010","30B","N","I","N",""
"EXT","RMVF","011","","N","I","","00001"
"EXT","RMVF","012","017","N","D","N",""
"EXT","RMVF","013","","N","I","","00"
"EXT","RMVF","014","","N","I","","00000"
"EXT","RMVF","015","22B","N","I","N",""
"EXT","RMVF","016","023","N","D","S",""
"EXT","RMVF","017","024","N","I","N",""
"EXT","RMVF","018","041","N","D","N",""
"EXT","RMVF","019","","N","I","","*ZEROS"
"EXT","RMVF","02A","ANO","N","I","N",""
"EXT","RMVF","02B","","N","I","","-"
"EXT","RMVF","02C","06A","N","I","N",""
"EXT","RMVF","02D","","N","I","","-"
"EXT","RMVF","02E","06B","N","I","N",""
"EXT","RMVF","02F","","N","I","",""
"EXT","RMVF","02G","","N","I","","00"
"EXT","RMVF","02H","","N","I","",":"
"EXT","RMVF","02I","","N","I","","00"
"EXT","RMVF","02J","","N","I","",":"
"EXT","RMVF","02K","","N","I","","00"
"EXT","RMVF","020","","N","I","","*ZEROS"
"EXT","RMVF","021","","N","I","","*ZEROS"
"EXT","RMVF","022","APG","N","I","N",""
"EXT","RMVF","023","","N","I","",""
"EXT","RMVF","024","","N","I","","00002"
"EXT","RMVF","025","03C","N","D","N",""
"EXT","RMVF","026","007","N","D","N",""
"EXT","RMVF","027","","N","I","","*ZEROS"
"EXT","RMVF","028","027","N","D","N",""
"EXT","RMVF","029","029","N","I","N",""
"EXT","RMVF","03A","ANO","N","I","N",""
"EXT","RMVF","03B","","N","I","N","-"
"EXT","RMVF","03C","06A","N","I","N",""
"EXT","RMVF","03D","","N","I","N","-"
"EXT","RMVF","03E","06B","N","I","N",""
"EXT","RMVF","03F","","N","I","N",""
"EXT","RMVF","03G","06C","N","I","N",""
"EXT","RMVF","03H","","N","I","N",":"
"EXT","RMVF","03I","06D","N","I","N",""
"EXT","RMVF","03J","","N","I","N",":"
"EXT","RMVF","03K","06E","N","I","N",""
"EXT","RMVF","030","027","N","D","N",""
"EXT","RMVF","031","029","N","I","N",""
"EXT","RMVF","032","021","N","I","N","00"
"EXT","RMVF","033","STA","C","D","N",""
"EXT","RMVF","034","039","N","I","N","627180"
"EXT","RMVF","035","","N","I","",""
"EXT","RMVF","036","","N","I","",""
"EXT","RMVF","037","","N","I","","*ZEROS"
"EXT","RMVF","038","002","N","I","N",""
"EXT","RMVF","039","MTI","C","D","N",""
"EXT","RMVF","04A","ANO","N","I","N",""
"EXT","RMVF","04B","","N","I","N","-"
"EXT","RMVF","04C","09A","N","I","N",""
"EXT","RMVF","04D","","N","I","N","-"
"EXT","RMVF","04E","09B","N","I","N",""
"EXT","RMVF","04F","","N","I","N",""
"EXT","RMVF","04G","08A","N","I","N",""
"EXT","RMVF","04H","","N","I","N",":"
"EXT","RMVF","04I","08B","N","I","N",""
"EXT","RMVF","04J","","N","I","N",":"
"EXT","RMVF","04K","08C","N","I","N",""
"EXT","RMVF","040","03A","N","D","N",""
"EXT","RMVF","041","","N","I","","*ZEROS"
"EXT","RMVF","042","","N","I","","*ZEROS"
"EXT","RMVF","043","","N","I","",""
"EXT","RMVF","044","","N","I","",""
"EXT","RMVF","045","007","N","I","N",""
"EXT","RMVF","046","007","N","D","N",""
"EXT","RMVF","047","027","N","D","N","152"
"EXT","RMVF","048","","N","I","",""
"EXT","RMVF","049","020","N","I","N",""
"EXT","RMVF","050","021","N","D","N","00000"
"EXT","RMVF","051","03B","N","D","N",""
"EXT","RMVF","052","","N","I","","*ZEROS"
"EXT","RMVF","053","","N","I","","*BLANKS"
"EXT","RMVF","054","","N","I","","*ZEROS"
"EXT","RMVF","055","","N","I","","*ZEROS"
"EXT","RMVF","056","040","N","I","N",""
"EXT","RMVF","057","","N","I","","*ZEROS"
"EXT","RMVF","058","","N","I","",""
"EXT","RMVF","059","025","N","I","N",""
"EXT","RMVF","060","","N","I","",""
"EXT","RMVF","061","","N","I","",""
"EXT","RMVF","062","","N","I","","*ZEROS"
"EXT","RMVF","063","","N","I","","*ZEROS"
"EXT","RMVF","064","","N","I","","*ZEROS"
"EXT","RMVF","065","042","N","I","S",""
"EXT","RMVF","066","","N","I","",""
"EXT","RMVF","067","","N","I","","1"
"EXT","RMVF","068","","N","I","",""
"EXT","RMVF","069","","N","I","","*BLANKS"
"EXT","RMVF","070","027","N","D","N","152"
"EXT","RMVF","071","","N","I","",""
"EXT","RMVF","072","","N","I","",""
"EXT","RMVF","073","","N","I","",""
"EXT","RMVF","074","","N","I","",""
"EXT","RMVF","075","","N","I","",""
"EXT","RMVF","076","","N","I","",""
"EXT","RMVF","077","","N","I","",""
"EXT","RMVF","078","","N","I","","0000000000000000000000"
"EXT","RMVF","079","027","N","D","N","00152"
"EXT","RMVF","080","","N","I","","*ZEROS"
"EXT","RMVF","081","","N","I","","*ZEROS"
"EXT","RMVF","082","","N","I","","*ZEROS"
"EXT","RMVF","083","","N","I","",""
"EXT","RMVF","084","","N","I","","*ZEROS"
"EXT","RMVF","085","","N","I","","*ZEROS"
"EXT","RMVF","086","","N","I","",""
"EXT","RMVF","087","","N","I","",""
"EXT","RMVF","088","","N","I","",""
"EXT","RMVF","089","","N","I","",""
"EXT","RMVF","090","","N","I","",""
"EXT","RMVF","091","","N","I","",""
"EXT","RMVF","092","","N","I","",""
"EXT","RMVF","093","","N","I","",""
"EXT","RMVF","094","","N","I","",""
"EXT","RMVF","095","","N","I","",""
"EXT","RMVF","096","","N","I","","*ZEROS"
"EXT","RMVF","097","APG","C","D","N",""
"EXT","RMVF","098","","N","I","","*ZEROS"
"EXT","RMVF","099","","N","I","","*ZEROS"
"EXT","RMVF","100","","N","I","","*ZEROS"
"EXT","RMVF","101","15A","N","D","N",""
"EXT","RMVF","102","15B","N","D","N",""
"EXT","RMVF","103","016","N","D","N",""
"EXT","RMVF","104","","N","I","","*ZEROS"
"EXT","RMVF","105","","N","I","","*ZEROS"
"EXT","RMVF","106","","N","I","","'627180   '"
"EXT","RMVF","107","","N","I","","*ZEROS"
"EXT","RMVF","108","","N","I","","*ZEROS"
"EXT","RMVF","109","","N","I","","*ZEROS"
"EXT","RMVF","110","","N","I","","*ZEROS"
"EXT","RMVF","111","","N","I","","*ZEROS"
"EXT","RMVF","112","","N","I","",""
"EXT","RMVF","113","35B","N","D","N",""
"EXT","RMVF","114","","N","I","","*BLANKS"
"EXT","RMVF","115","053","N","D","N",""
"EXT","RMVF","116","","N","I","","*BLANKS"
"EXT","RMVF","117","","N","I","","*BLANKS"
"EXT","RMVF","118","","N","I","",""
"EXT","RMVF","119","033","N","D","N",""
"EXT","RMVF","120","052","N","D","N",""
"EXT","RMVF","121","052","N","D","N",""
"EXT","RMVF","122","046","C","I","N","*ZEROS"
"EXT","RMVF","123","43B","N","I","N",""
"EXT","RMVF","124","","N","I","",""
"EXT","RMVF","125","056","N","I","N",""
"EXT","RMVF","126","056","N","I","N",""
"EXT","RMVF","127","056","N","I","N","*ZEROS"
"EXT","RMVF","128","056","N","I","N",""
"EXT","RMVF","129","","N","I","","*ZEROS"
"EXT","RMVF","130","054","N","I","N",""
"EXT","RMVF","131","","N","I","",""
"EXT","RMVF","132","","N","I","",""
"EXT","RMVF","133","047","N","I","N",""
"EXT","RMVF","134","","N","I","","*BLANKS"
"EXT","RMVF","135","","N","I","","1"
"EXT","RMVF","136","","N","I","",""
"EXT","RMVF","137","025","N","I","N",""
"EXT","RMVF","138","","N","I","",""
"EXT","RMVF","43A","004","N","D","N",""
"EXT","RMVF","43B","","N","I","",".000000"
"EXT","RNBR","001","001","C","I","N",""
"EXT","RORI","001","001","C","I","N",""
"EXT","RREL","001","001","C","I","N",""
"EXT","RRES","001","001","C","I","N",""
"EXT","RSAT","001","","N","I","",""
"EXT","RSAT","002","","N","I","",""
"EXT","RSAT","003","","N","I","",""
"EXT","RSAT","004","","N","I","",""
"EXT","RSAT","005","","N","I","",""
"EXT","RSAT","006","","N","I","",""
"EXT","RSAT","007","","N","I","",""
"EXT","RSAT","008","","N","I","",""
"EXT","RSAT","009","","N","I","",""
"EXT","RSAT","010","","N","I","",""
"EXT","RSAT","011","","N","I","",""
"EXT","RSAT","012","","N","I","",""
"EXT","RSAT","013","","N","I","",""
"EXT","RSAT","014","","N","I","",""
"EXT","RSAT","015","","N","I","",""
"EXT","RSAT","016","","N","I","",""
"EXT","RSAT","017","","N","I","",""
"EXT","RSAT","018","","N","I","",""
"EXT","RSAT","019","","N","I","",""
"EXT","RSAT","020","","N","I","",""
"EXT","RSAT","021","","N","I","",""
"EXT","RSAT","022","","N","I","",""
"EXT","RSAT","023","","N","I","",""
"EXT","RSAT","024","","N","I","",""
"EXT","RSAT","025","","N","I","",""
"EXT","RSAT","026","","N","I","",""
"EXT","RSAT","027","","N","I","",""
"EXT","RSAT","028","","N","I","",""
"EXT","RSAT","029","","N","I","",""
"EXT","RSAT","030","","N","I","",""
"EXT","RSAT","031","","N","I","",""
"EXT","RSAT","032","","N","I","",""
"EXT","RSAT","033","","N","I","",""
"EXT","RSAT","034","","N","I","",""
"EXT","RSAT","035","","N","I","",""
"EXT","RSAT","036","","N","I","",""
"EXT","RSAT","037","","N","I","",""
"EXT","RSAT","038","","N","I","",""
"EXT","RSAT","039","","N","I","",""
"EXT","RSAT","040","","N","I","N",""
"EXT","RSAT","041","","N","I","",""
"EXT","RSAT","042","","N","I","",""
"EXT","RSAT","043","","N","I","",""
"EXT","RSAT","044","","N","I","",""
"EXT","RSAT","045","","N","I","",""
"EXT","RSAT","046","","N","I","",""
"EXT","RSAT","047","","N","I","",""
"EXT","RSAT","048","","N","I","",""
"EXT","RSAT","049","","N","I","",""
"EXT","RSAT","050","","N","I","",""
"EXT","RSAT","051","","N","I","",""
"EXT","RSAT","052","","N","I","",""
"EXT","RSAT","053","","N","I","",""
"EXT","RSAT","054","","N","I","",""
"EXT","RSAT","055","","N","I","",""
"EXT","RSAT","056","","N","I","",""
"EXT","RSAT","057","","N","I","",""
"EXT","RSAT","058","","N","I","",""
"EXT","RSAT","059","","N","I","",""
"EXT","RSAT","060","","N","I","",""
"EXT","RSAT","061","","N","I","",""
"EXT","RSAT","062","","N","I","",""
"EXT","RSAT","063","","N","I","",""
"EXT","RSAT","064","","N","I","",""
"EXT","RSAT","065","","N","I","",""
"EXT","RSAT","066","","N","I","",""
"EXT","RSAT","067","","N","I","",""
"EXT","RSAT","068","","N","I","",""
"EXT","RSAT","069","","N","I","",""
"EXT","RSAT","070","","N","I","",""
"EXT","RSAT","071","","N","I","",""
"EXT","RSAT","072","","N","I","",""
"EXT","RSAT","073","","N","I","",""
"EXT","RSAT","074","","N","I","",""
"EXT","RSAT","075","","N","I","",""
"EXT","RSAT","076","","N","I","",""
"EXT","RSAT","077","","N","I","",""
"EXT","RSAT","078","","N","I","",""
"EXT","RSAT","079","","N","I","",""
"EXT","RSAT","080","","N","I","",""
"EXT","RSAT","081","","N","I","",""
"EXT","RSAT","082","","N","I","",""
"EXT","RSAT","083","","N","I","",""
"EXT","RSAT","084","","N","I","",""
"EXT","RSAT","085","","N","I","",""
"EXT","RSAT","086","","N","I","",""
"EXT","RSAT","087","","N","I","",""
"EXT","RSAT","088","","N","I","",""
"EXT","RSAT","089","","N","I","",""
"EXT","RSAT","090","","N","I","",""
"EXT","RSAT","091","","N","I","",""
"EXT","RSAT","092","","N","I","",""
"EXT","RSAT","093","","N","I","",""
"EXT","RSAT","094","","N","I","",""
"EXT","RSAT","095","","N","I","",""
"EXT","RSAT","096","","N","I","",""
"EXT","RSAT","097","","N","I","",""
"EXT","RSAT","098","","N","I","",""
"EXT","RSAT","099","","N","I","",""
"EXT","RSAT","100","","N","I","",""
"EXT","RSAT","101","","N","I","",""
"EXT","RSAT","102","","N","I","",""
"EXT","RSAT","103","","N","I","",""
"EXT","RSAT","104","","N","I","",""
"EXT","RSAT","105","","N","I","",""
"EXT","RSAT","106","","N","I","",""
"EXT","RSAT","107","","N","I","",""
"EXT","RSAT","108","","N","I","",""
"EXT","RSAT","109","","N","I","",""
"EXT","RSAT","110","","N","I","",""
"EXT","RSAT","111","","N","I","",""
"EXT","RSAT","112","","N","I","",""
"EXT","RSAT","113","","N","I","",""
"EXT","RSAT","114","","N","I","",""
"EXT","RSAT","115","","N","I","",""
"EXT","RSAT","116","","N","I","",""
"EXT","RSAT","117","","N","I","",""
"EXT","RSAT","118","","N","I","",""
"EXT","RSAT","119","","N","I","",""
"EXT","RSAT","120","","N","I","",""
"EXT","RSAT","121","","N","I","",""
"EXT","RSAT","122","","N","I","",""
"EXT","RSAT","123","","N","I","",""
"EXT","RSAT","124","","N","I","",""
"EXT","RSAT","125","","N","I","",""
"EXT","RSAT","126","","N","I","",""
"EXT","RSAT","127","","N","I","",""
"EXT","RSAT","128","","N","I","",""
"EXT","RSAT","129","","N","I","",""
"EXT","RSAT","130","","N","I","",""
"EXT","RSAT","131","","N","I","",""
"EXT","RSAT","132","","N","I","",""
"EXT","RSAT","133","","N","I","",""
"EXT","RSAT","134","","N","I","",""
"EXT","RTIP","001","001","C","I","N",""
"EXT","RWEB","001","007","N","D","N",""
"EXT","RWEB","002","","N","I","",""
"EXT","RWEB","003","","N","I","",""
"EXT","RWEB","004","","N","I","",""
"EXT","RWEB","005","","N","I","","*BLANKS"
"EXT","RWEB","006","","N","I","",""
"EXT","RWEB","007","012","N","D","N",""
"EXT","RWEB","008","027","N","D","N",""
"EXT","RWEB","009","","N","I","","00000"
"EXT","RWEB","010","30B","N","I","N",""
"EXT","RWEB","011","","N","I","","00001"
"EXT","RWEB","012","017","N","D","N",""
"EXT","RWEB","013","","N","I","","00"
"EXT","RWEB","014","","N","I","","00000"
"EXT","RWEB","015","022","N","I","N",""
"EXT","RWEB","016","023","N","D","S",""
"EXT","RWEB","017","024","N","I","N",""
"EXT","RWEB","018","041","N","D","N",""
"EXT","RWEB","019","","N","I","","*ZEROS"
"EXT","RWEB","02A","ANO","N","I","N",""
"EXT","RWEB","02B","","N","I","","-"
"EXT","RWEB","02C","06A","C","I","S","01"
"EXT","RWEB","02D","","N","I","","-"
"EXT","RWEB","02E","06B","N","I","N",""
"EXT","RWEB","02F","","N","I","",""
"EXT","RWEB","02G","","N","I","","00"
"EXT","RWEB","02H","","N","I","",":"
"EXT","RWEB","02I","","N","I","","00"
"EXT","RWEB","02J","","N","I","",":"
"EXT","RWEB","02K","","N","I","","00"
"EXT","RWEB","020","","N","I","","*ZEROS"
"EXT","RWEB","021","","N","I","","*ZEROS"
"EXT","RWEB","022","APG","N","I","N",""
"EXT","RWEB","023","","N","I","",""
"EXT","RWEB","024","","N","I","","00002"
"EXT","RWEB","025","03C","N","D","N",""
"EXT","RWEB","026","","N","D","N","0000181520"
"EXT","RWEB","027","","N","I","","*ZEROS"
"EXT","RWEB","028","027","N","D","N",""
"EXT","RWEB","029","029","N","I","N",""
"EXT","RWEB","03A","ANO","N","I","N",""
"EXT","RWEB","03B","","N","I","N","-"
"EXT","RWEB","03C","06A","N","I","N",""
"EXT","RWEB","03D","","N","I","N","-"
"EXT","RWEB","03E","06B","N","I","N",""
"EXT","RWEB","03F","","N","I","N",""
"EXT","RWEB","03G","06C","N","I","N",""
"EXT","RWEB","03H","","N","I","N",":"
"EXT","RWEB","03I","06D","N","I","N",""
"EXT","RWEB","03J","","N","I","N",":"
"EXT","RWEB","03K","06E","N","I","N",""
"EXT","RWEB","030","027","N","D","N",""
"EXT","RWEB","031","029","N","I","N",""
"EXT","RWEB","032","021","N","I","N","00"
"EXT","RWEB","033","STA","C","D","N",""
"EXT","RWEB","034","039","N","I","N","627180"
"EXT","RWEB","035","","N","I","",""
"EXT","RWEB","036","","N","I","",""
"EXT","RWEB","037","","N","I","","*ZEROS"
"EXT","RWEB","038","002","N","I","N",""
"EXT","RWEB","039","MTI","C","D","N",""
"EXT","RWEB","04A","ANO","N","I","N",""
"EXT","RWEB","04B","","N","I","N","-"
"EXT","RWEB","04C","09A","N","I","N",""
"EXT","RWEB","04D","","N","I","N","-"
"EXT","RWEB","04E","09B","N","I","N",""
"EXT","RWEB","04F","","N","I","N",""
"EXT","RWEB","04G","08A","N","I","N",""
"EXT","RWEB","04H","","N","I","N",":"
"EXT","RWEB","04I","08B","N","I","N",""
"EXT","RWEB","04J","","N","I","N",":"
"EXT","RWEB","04K","08C","N","I","N",""
"EXT","RWEB","040","03A","N","D","N",""
"EXT","RWEB","041","","N","I","","*ZEROS"
"EXT","RWEB","042","","N","I","","*ZEROS"
"EXT","RWEB","043","","N","I","",""
"EXT","RWEB","044","","N","I","",""
"EXT","RWEB","045","007","N","I","N",""
"EXT","RWEB","046","007","N","D","N",""
"EXT","RWEB","047","027","N","D","N","152"
"EXT","RWEB","048","","N","I","",""
"EXT","RWEB","049","020","N","I","N",""
"EXT","RWEB","050","021","N","D","N","00000"
"EXT","RWEB","051","03B","N","D","N",""
"EXT","RWEB","052","","N","I","","*ZEROS"
"EXT","RWEB","053","","N","I","","*BLANKS"
"EXT","RWEB","054","","N","I","","*ZEROS"
"EXT","RWEB","055","","N","I","","*ZEROS"
"EXT","RWEB","056","040","N","I","N",""
"EXT","RWEB","057","","N","I","","*ZEROS"
"EXT","RWEB","058","","N","I","",""
"EXT","RWEB","059","025","N","I","N",""
"EXT","RWEB","060","","N","I","",""
"EXT","RWEB","061","","N","I","",""
"EXT","RWEB","062","","N","I","","*ZEROS"
"EXT","RWEB","063","","N","I","","*ZEROS"
"EXT","RWEB","064","","N","I","","*ZEROS"
"EXT","RWEB","065","042","N","I","N",""
"EXT","RWEB","066","","N","I","",""
"EXT","RWEB","067","","N","I","","1"
"EXT","RWEB","068","","N","I","",""
"EXT","RWEB","069","","N","I","","*BLANKS"
"EXT","RWEB","070","027","N","D","N","152"
"EXT","RWEB","071","","N","I","",""
"EXT","RWEB","072","","N","I","",""
"EXT","RWEB","073","","N","I","",""
"EXT","RWEB","074","","N","I","",""
"EXT","RWEB","075","","N","I","",""
"EXT","RWEB","076","","N","I","",""
"EXT","RWEB","077","","N","I","",""
"EXT","RWEB","078","","N","I","","0000000000000000000000"
"EXT","RWEB","079","027","N","D","N","00152"
"EXT","RWEB","080","","N","I","","*ZEROS"
"EXT","RWEB","081","","N","I","","*ZEROS"
"EXT","RWEB","082","","N","I","","*ZEROS"
"EXT","RWEB","083","","N","I","",""
"EXT","RWEB","084","","N","I","","*ZEROS"
"EXT","RWEB","085","","N","I","","*ZEROS"
"EXT","RWEB","086","","N","I","",""
"EXT","RWEB","087","","N","I","",""
"EXT","RWEB","088","","N","I","",""
"EXT","RWEB","089","","N","I","",""
"EXT","RWEB","090","","N","I","",""
"EXT","RWEB","091","","N","I","",""
"EXT","RWEB","092","","N","I","",""
"EXT","RWEB","093","","N","I","",""
"EXT","RWEB","094","","N","I","",""
"EXT","RWEB","095","","N","I","",""
"EXT","RWEB","096","","N","I","","*ZEROS"
"EXT","RWEB","097","APG","C","D","N",""
"EXT","RWEB","098","","N","I","","*ZEROS"
"EXT","RWEB","099","","N","I","","*ZEROS"
"EXT","RWEB","100","","N","I","","*ZEROS"
"EXT","RWEB","101","15A","N","D","N",""
"EXT","RWEB","102","15B","N","D","N",""
"EXT","RWEB","103","016","N","D","N",""
"EXT","RWEB","104","","N","I","","*ZEROS"
"EXT","RWEB","105","","N","I","","*ZEROS"
"EXT","RWEB","106","","N","I","","'627180   '"
"EXT","RWEB","107","","N","I","","*ZEROS"
"EXT","RWEB","108","","N","I","","*ZEROS"
"EXT","RWEB","109","","N","I","","*ZEROS"
"EXT","RWEB","110","","N","I","","*ZEROS"
"EXT","RWEB","111","","N","I","","*ZEROS"
"EXT","RWEB","112","","N","I","",""
"EXT","RWEB","113","35B","N","D","N",""
"EXT","RWEB","114","","N","I","","*BLANKS"
"EXT","RWEB","115","053","N","D","N",""
"EXT","RWEB","116","","N","I","","*BLANKS"
"EXT","RWEB","117","","N","I","","*BLANKS"
"EXT","RWEB","118","","N","I","",""
"EXT","RWEB","119","033","N","D","N",""
"EXT","RWEB","120","052","N","D","N",""
"EXT","RWEB","121","052","N","D","N",""
"EXT","RWEB","122","046","C","I","N","*ZEROS"
"EXT","RWEB","123","43B","N","I","N",""
"EXT","RWEB","124","","N","I","",""
